Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return_Probability,Risk_Level
5705,5705,5705,149,679,1,375.55,5,3,1,532.0,34,1,93,1,2,36.74,0.5511567704876277,Medium
5706,5706,5706,342,679,1,252.92,2,3,0,532.0,56,0,34,0,1,43.52,0.5402556698410711,Medium
5707,5707,5707,16,631,1,348.47,2,2,1,617.0,30,0,42,3,1,21.24,0.4942706643357719,Medium
5708,5708,5708,333,107,1,358.87,3,0,1,-225.0,58,1,43,1,1,36.69,0.5269347698974689,Medium
5709,5709,5709,702,107,0,313.99,1,0,0,-225.0,42,0,83,0,0,4.04,0.5066569731572313,Medium
5710,5710,5710,520,448,0,450.42,4,1,1,-70.0,39,0,20,1,1,49.02,0.5419093653010851,Medium
5711,5711,5711,13,575,1,147.78,4,2,1,564.0,41,0,46,2,1,14.54,0.502445624161926,Medium
5712,5712,5712,704,575,3,155.42,5,2,0,564.0,59,0,34,3,1,27.17,0.49055262464609667,Medium
5713,5713,5713,65,482,0,7.13,1,3,1,419.0,31,0,67,1,0,31.75,0.5544796760887983,Medium
5714,5714,5714,712,569,1,393.12,2,3,1,-141.0,24,1,94,2,2,41.81,0.5408024434975942,Medium
5715,5715,5715,659,569,2,150.64,1,3,0,-141.0,63,1,28,3,0,15.95,0.46119448793357953,Medium
5716,5716,5716,22,376,0,370.45,5,0,1,356.0,25,1,51,1,2,9.26,0.5107955631308864,Medium
5717,5717,5717,323,376,3,217.15,3,0,0,356.0,55,0,11,1,0,16.6,0.48008444113337845,Medium
5718,5718,5718,291,649,4,54.76,1,1,1,360.0,33,1,87,2,2,18.21,0.48406713798056505,Medium
5719,5719,5719,18,617,3,352.05,4,3,1,601.0,40,1,86,3,1,33.99,0.5185494113988492,Medium
5720,5720,5720,180,441,4,158.11,3,0,1,263.0,18,0,89,0,2,43.11,0.552122930715715,Medium
5721,5721,5721,127,340,0,94.02,4,2,1,215.0,18,0,60,0,2,45.98,0.5922185662463699,Medium
5722,5722,5722,318,49,3,158.89,4,2,1,-269.0,32,0,67,1,2,21.94,0.5380812219371588,Medium
5723,5723,5723,83,49,1,172.37,3,2,0,-269.0,18,0,60,1,1,23.93,0.5539372712889021,Medium
5724,5724,5724,97,625,3,338.47,4,2,1,530.0,23,1,29,3,0,40.45,0.5161645852199443,Medium
5725,5725,5725,394,239,0,311.28,5,2,1,-153.0,52,0,10,0,2,11.94,0.5147490675108725,Medium
5726,5726,5726,492,588,4,104.05,5,2,1,98.0,30,1,38,0,1,12.09,0.4992435002857354,Medium
5727,5727,5727,170,588,1,110.24,4,2,0,98.0,47,0,53,0,0,9.46,0.5037174030512548,Medium
5728,5728,5728,220,53,0,58.11,4,2,1,-167.0,23,0,74,3,1,47.32,0.5813391156916136,Medium
5729,5729,5729,66,3,0,267.98,5,2,1,-63.0,18,1,59,3,2,3.81,0.522599171001385,Medium
5730,5730,5730,215,3,1,79.4,2,2,0,-63.0,30,0,62,2,2,5.37,0.5193290713929598,Medium
5731,5731,5731,473,401,2,223.47,4,1,1,-70.0,70,0,24,2,2,5.89,0.45730451539223316,Medium
5732,5732,5732,381,401,2,70.92,4,1,0,-70.0,53,0,26,1,2,39.36,0.5257900200402258,Medium
5733,5733,5733,316,92,1,171.57,2,2,1,-223.0,26,1,77,1,2,37.34,0.5666240138342716,Medium
5734,5734,5734,243,92,3,273.84,1,2,0,-223.0,33,0,31,2,1,34.94,0.5262997642201647,Medium
5735,5735,5735,191,574,4,350.5,2,1,1,385.0,22,1,46,3,2,13.46,0.46580771495975376,Medium
5736,5736,5736,676,574,3,89.31,3,1,0,385.0,46,0,21,1,0,26.22,0.4974624853782374,Medium
5737,5737,5737,147,242,1,50.8,5,3,1,97.0,69,0,51,2,1,31.06,0.5369511626837487,Medium
5738,5738,5738,584,668,1,280.32,1,0,1,86.0,68,0,19,0,0,4.93,0.44810686119184956,Medium
5739,5739,5739,145,664,3,68.24,5,1,1,521.0,37,1,21,0,2,10.47,0.4924132541002674,Medium
5740,5740,5740,611,358,3,144.63,1,3,1,-251.0,66,1,93,0,0,38.81,0.5377368213874519,Medium
5741,5741,5741,461,6,4,463.31,4,0,1,-455.0,55,1,46,2,0,25.88,0.492459972025568,Medium
5742,5742,5742,729,202,1,267.6,2,0,1,-525.0,57,0,85,3,0,48.93,0.5248125353326207,Medium
5743,5743,5743,339,432,3,170.89,3,1,1,95.0,23,1,38,3,1,46.18,0.5257505107818498,Medium
5744,5744,5744,41,432,0,117.27,4,1,0,95.0,31,0,36,0,2,7.49,0.5136843129587481,Medium
5745,5745,5745,650,330,2,274.17,5,2,1,-318.0,61,1,78,2,1,19.32,0.49976032917753127,Medium
5746,5746,5746,25,330,3,455.33,5,2,0,-318.0,50,0,37,1,0,25.24,0.5052431634226233,Medium
5747,5747,5747,407,73,0,240.4,1,2,1,-334.0,34,0,77,1,2,4.23,0.5166960535840126,Medium
5748,5748,5748,246,73,4,73.74,4,2,0,-334.0,64,0,58,3,0,43.46,0.5279608669929802,Medium
5749,5749,5749,374,73,0,255.59,4,2,0,-334.0,66,1,25,1,0,21.53,0.5216671364541767,Medium
5750,5750,5750,607,62,1,115.47,4,0,1,-545.0,70,1,91,0,1,20.85,0.5242048455954162,Medium
5751,5751,5751,629,360,1,284.28,2,1,1,-267.0,49,1,40,0,2,39.3,0.531821854694085,Medium
5752,5752,5752,106,229,2,273.1,1,2,1,125.0,31,0,24,2,2,22.25,0.5106857865813645,Medium
5753,5753,5753,470,229,0,481.73,4,2,0,125.0,18,1,12,0,1,18.28,0.5384038404049114,Medium
5754,5754,5754,582,229,1,308.85,4,2,0,125.0,44,1,83,0,2,0.26,0.5146544374352958,Medium
5755,5755,5755,694,157,1,138.1,1,1,1,-535.0,56,0,9,1,0,29.06,0.508166998667717,Medium
5756,5756,5756,375,157,0,334.38,5,1,0,-535.0,45,0,59,1,2,20.23,0.5239374641593375,Medium
5757,5757,5757,63,51,0,351.74,2,0,1,-12.0,35,0,96,0,0,18.84,0.543823134906294,Medium
5758,5758,5758,507,273,3,58.32,1,1,1,-232.0,46,0,51,2,0,19.24,0.4898643976589727,Medium
5759,5759,5759,213,273,1,252.42,1,1,0,-232.0,50,1,88,3,2,49.64,0.5350810982609807,Medium
5760,5760,5760,413,273,2,364.11,2,1,0,-232.0,20,1,63,1,0,5.86,0.49527527967576046,Medium
5761,5761,5761,587,273,2,249.56,1,1,0,-232.0,70,1,83,0,1,19.22,0.5015517419588683,Medium
5762,5762,5762,284,273,0,272.44,4,1,0,-232.0,52,1,63,2,2,8.17,0.49234886776516457,Medium
5763,5763,5763,146,483,2,307.17,1,3,1,339.0,61,0,12,0,1,19.28,0.49946756911601586,Medium
5764,5764,5764,305,535,0,73.97,3,2,1,232.0,22,1,52,1,1,12.11,0.5192266376111325,Medium
5765,5765,5765,346,535,1,121.02,4,2,0,232.0,46,1,30,0,1,26.6,0.5276812007668295,Medium
5766,5766,5766,416,535,2,171.17,3,2,0,232.0,38,0,78,0,1,31.25,0.5392349067145132,Medium
5767,5767,5767,462,535,1,241.59,3,2,0,232.0,38,0,44,0,0,9.88,0.5053590788347807,Medium
5768,5768,5768,228,535,3,240.0,5,2,0,232.0,54,1,8,0,0,11.06,0.48703457045249354,Medium
5769,5769,5769,676,551,0,15.39,3,0,1,-123.0,33,0,34,1,1,9.52,0.48792722812261696,Medium
5770,5770,5770,539,551,4,131.96,5,0,0,-123.0,30,0,9,2,0,24.61,0.4789598229289155,Medium
5771,5771,5771,274,551,0,221.14,2,0,0,-123.0,24,1,93,3,0,38.18,0.5204189298437184,Medium
5772,5772,5772,104,551,2,468.99,1,0,0,-123.0,32,0,93,2,2,19.88,0.48040137677304956,Medium
5773,5773,5773,620,20,2,431.47,2,2,1,-600.0,64,0,77,3,1,15.65,0.4865423512592437,Medium
5774,5774,5774,105,272,2,303.96,5,2,1,169.0,46,0,4,3,2,49.29,0.5365468709135949,Medium
5775,5775,5775,239,272,0,231.84,4,2,0,169.0,38,1,26,3,1,5.84,0.4934966463923261,Medium
5776,5776,5776,499,94,0,179.68,3,2,1,-404.0,26,0,71,1,0,34.43,0.5660716241075322,Medium
5777,5777,5777,159,256,2,122.38,3,1,1,99.0,46,0,94,2,1,12.53,0.5058875875768365,Medium
5778,5778,5778,720,256,2,377.99,2,1,0,99.0,40,1,6,0,0,35.8,0.5286273089973134,Medium
5779,5779,5779,332,256,4,358.21,5,1,0,99.0,40,1,29,0,2,17.7,0.5078794206831655,Medium
5780,5780,5780,703,159,3,290.05,1,1,1,-542.0,32,1,71,3,1,33.74,0.5080747742253234,Medium
5781,5781,5781,600,138,1,191.88,5,0,1,-461.0,47,0,95,1,1,8.44,0.5084615045233865,Medium
5782,5782,5782,708,511,0,86.77,5,1,1,-195.0,51,1,1,0,1,8.78,0.4905366339123843,Medium
5783,5783,5783,423,511,2,142.98,2,1,0,-195.0,53,1,28,2,1,31.03,0.48965546350176886,Medium
5784,5784,5784,632,511,1,440.16,1,1,0,-195.0,58,0,80,0,0,8.34,0.47811404508569766,Medium
5785,5785,5785,349,511,4,439.87,2,1,0,-195.0,57,1,63,2,0,38.23,0.48736202924707633,Medium
5786,5786,5786,543,511,3,395.67,4,1,0,-195.0,30,0,22,0,0,0.71,0.4686624503738197,Medium
5787,5787,5787,88,122,1,284.69,3,1,1,35.0,30,1,66,0,0,24.31,0.5494948159374958,Medium
5788,5788,5788,537,479,2,284.15,3,0,1,-56.0,33,0,82,3,1,19.69,0.4836690215475784,Medium
5789,5789,5789,261,257,1,292.65,1,2,1,-2.0,59,1,7,3,1,16.12,0.4763017633320777,Medium
5790,5790,5790,464,257,4,326.19,4,2,0,-2.0,50,0,84,2,0,38.46,0.5291337236316668,Medium
5791,5791,5791,610,257,4,334.04,4,2,0,-2.0,70,0,58,0,1,25.44,0.5120212752561435,Medium
5792,5792,5792,535,257,1,398.02,4,2,0,-2.0,44,1,15,2,0,8.47,0.48853500235014025,Medium
5793,5793,5793,89,531,4,253.49,3,2,1,444.0,44,0,26,3,1,43.63,0.508560799512597,Medium
5794,5794,5794,97,531,0,452.68,4,2,0,444.0,61,1,96,3,0,44.8,0.5345132838981516,Medium
5795,5795,5795,26,531,0,297.11,2,2,0,444.0,45,1,73,3,2,45.09,0.5365395158718758,Medium
5796,5796,5796,199,184,1,283.19,5,1,1,-13.0,24,1,34,2,1,42.38,0.5543933485750495,Medium
5797,5797,5797,461,184,0,402.12,4,1,0,-13.0,26,0,83,1,1,32.26,0.5571281897074021,Medium
5798,5798,5798,591,184,2,191.86,2,1,0,-13.0,49,0,7,3,2,33.74,0.5036365667810052,Medium
5799,5799,5799,151,184,2,198.49,5,1,0,-13.0,67,0,51,0,0,28.84,0.5325351918214466,Medium
5800,5800,5800,607,184,2,101.3,4,1,0,-13.0,54,1,7,3,2,27.68,0.5004439895014761,Medium
5801,5801,5801,699,542,0,432.09,4,3,1,-155.0,35,1,62,0,2,16.01,0.5212046826858118,Medium
5802,5802,5802,64,542,2,469.48,3,3,0,-155.0,27,0,57,0,0,49.88,0.5590113507355216,Medium
5803,5803,5803,259,329,3,366.69,1,2,1,72.0,31,1,28,0,1,46.32,0.5474016710940768,Medium
5804,5804,5804,699,329,2,263.92,5,2,0,72.0,22,1,3,3,1,36.21,0.5246873220404716,Medium
5805,5805,5805,408,329,2,74.58,1,2,0,72.0,55,0,57,1,1,21.11,0.5106126850125378,Medium
5806,5806,5806,131,35,1,119.1,5,0,1,-96.0,58,1,17,3,2,20.57,0.5007655532551709,Medium
5807,5807,5807,471,35,3,132.65,3,0,0,-96.0,66,1,76,0,2,0.27,0.4899169183405888,Medium
5808,5808,5808,49,35,0,154.33,1,0,0,-96.0,29,1,75,3,2,36.88,0.5435659217588107,Medium
5809,5809,5809,218,35,3,76.3,5,0,0,-96.0,48,0,8,3,1,17.53,0.4905593165761454,Medium
5810,5810,5810,65,35,1,268.29,5,0,0,-96.0,27,0,2,2,1,20.51,0.5181244363985882,Medium
5811,5811,5811,638,35,1,270.36,5,0,0,-96.0,67,1,26,2,1,18.23,0.4983909890048608,Medium
5812,5812,5812,304,35,3,442.12,4,0,0,-96.0,43,1,58,3,1,18.13,0.49172340074617055,Medium
5813,5813,5813,296,515,2,136.11,4,0,1,221.0,53,1,68,3,1,23.33,0.48506366219151575,Medium
5814,5814,5814,562,515,4,480.39,4,0,0,221.0,25,1,72,2,0,20.64,0.4848859855332169,Medium
5815,5815,5815,450,515,0,232.55,3,0,0,221.0,36,0,13,2,2,16.67,0.4857759894278285,Medium
5816,5816,5816,408,515,2,330.8,5,0,0,221.0,63,1,71,2,1,42.52,0.5135344068749969,Medium
5817,5817,5817,41,119,1,54.8,2,0,1,79.0,23,0,31,0,1,21.07,0.5392470019529791,Medium
5818,5818,5818,422,119,2,110.32,4,0,0,79.0,25,0,31,3,1,34.17,0.5288115343275168,Medium
5819,5819,5819,276,119,3,120.63,2,0,0,79.0,53,1,12,1,1,10.87,0.4845523223564089,Medium
5820,5820,5820,712,119,2,367.61,4,0,0,79.0,47,0,69,2,2,32.94,0.5253133299842098,Medium
5821,5821,5821,534,559,0,436.42,1,0,1,27.0,34,0,42,2,0,49.39,0.5218587648095132,Medium
5822,5822,5822,98,559,3,234.34,5,0,0,27.0,23,1,49,0,2,1.5,0.481247079683466,Medium
5823,5823,5823,441,666,0,148.18,1,3,1,227.0,46,0,95,3,2,35.12,0.5219963479688252,Medium
5824,5824,5824,96,666,1,432.33,3,3,0,227.0,29,1,25,3,1,19.64,0.48752760440879295,Medium
5825,5825,5825,439,548,1,492.9,5,0,1,111.0,56,1,25,3,1,9.09,0.44904503687822905,Medium
5826,5826,5826,379,548,4,21.81,1,0,0,111.0,30,0,68,2,2,35.38,0.5026534320595353,Medium
5827,5827,5827,88,292,2,374.23,5,0,1,206.0,25,0,0,1,1,49.64,0.5490160527571839,Medium
5828,5828,5828,71,292,1,244.5,1,0,0,206.0,66,1,31,0,0,8.27,0.48329042231269737,Medium
5829,5829,5829,331,257,0,105.45,5,3,1,-72.0,52,0,69,3,0,44.63,0.559478351544369,Medium
5830,5830,5830,310,257,0,334.43,4,3,0,-72.0,43,0,91,2,2,18.95,0.5327780952798293,Medium
5831,5831,5831,239,257,2,99.44,4,3,0,-72.0,38,0,12,0,0,5.68,0.5133429987058427,Medium
5832,5832,5832,636,257,4,461.24,5,3,0,-72.0,31,1,47,2,2,36.3,0.5315456887482356,Medium
5833,5833,5833,210,257,3,273.09,1,3,0,-72.0,20,1,92,3,1,20.29,0.5156865058458314,Medium
5834,5834,5834,351,257,0,56.87,4,3,0,-72.0,69,1,17,1,2,28.98,0.5335317206801456,Medium
5835,5835,5835,61,257,3,494.91,4,3,0,-72.0,27,0,30,0,0,4.45,0.5058595060748103,Medium
5836,5836,5836,235,388,2,450.68,1,0,1,155.0,67,1,58,2,1,42.99,0.502153055961519,Medium
5837,5837,5837,395,388,2,221.66,1,0,0,155.0,67,0,85,0,1,31.06,0.5144549092990107,Medium
5838,5838,5838,521,2,3,131.64,1,3,1,-519.0,62,0,33,3,1,43.97,0.5267841201281226,Medium
5839,5839,5839,309,2,1,63.9,4,3,0,-519.0,70,0,86,1,0,1.3,0.512905896993267,Medium
5840,5840,5840,94,423,3,493.98,2,1,1,331.0,52,0,62,0,1,32.91,0.517789845791101,Medium
5841,5841,5841,711,294,0,385.59,3,0,1,-415.0,20,0,31,2,2,18.62,0.49927933647502726,Medium
5842,5842,5842,405,294,0,476.21,4,0,0,-415.0,19,0,32,0,0,16.28,0.5152619600442468,Medium
5843,5843,5843,445,294,0,55.19,4,0,0,-415.0,55,1,38,2,0,5.12,0.47649780711442147,Medium
5844,5844,5844,65,294,0,297.3,4,0,0,-415.0,36,0,32,1,2,23.44,0.5135703619822795,Medium
5845,5845,5845,17,708,2,216.88,4,0,1,693.0,26,1,48,2,1,7.53,0.475168263604533,Medium
5846,5846,5846,641,708,2,339.02,1,0,0,693.0,37,1,84,3,2,6.57,0.45427131604274007,Medium
5847,5847,5847,485,458,3,302.97,5,1,1,-25.0,57,0,99,2,0,21.54,0.49499328690167843,Medium
5848,5848,5848,416,565,1,178.14,3,3,1,151.0,36,1,37,2,0,37.67,0.5314385948763952,Medium
5849,5849,5849,158,466,1,47.18,3,2,1,310.0,35,1,97,1,0,23.54,0.5399985866975986,Medium
5850,5850,5850,707,466,0,163.31,4,2,0,310.0,47,1,92,2,1,23.2,0.5273431641765478,Medium
5851,5851,5851,392,248,4,323.54,3,1,1,-142.0,46,1,32,3,2,29.29,0.4878913458828083,Medium
5852,5852,5852,133,240,2,430.42,5,2,1,109.0,22,1,7,1,0,26.48,0.5323946155796653,Medium
5853,5853,5853,517,206,0,473.59,4,3,1,-309.0,63,1,10,2,1,31.74,0.5183678280984725,Medium
5854,5854,5854,144,643,0,411.98,1,2,1,501.0,52,0,98,3,0,38.5,0.5177007182807934,Medium
5855,5855,5855,342,643,1,424.57,4,2,0,501.0,48,0,40,2,0,14.86,0.4853839389020122,Medium
5856,5856,5856,366,410,1,215.12,3,0,1,46.0,25,0,99,1,1,17.07,0.5183444370674647,Medium
5857,5857,5857,689,410,2,318.33,4,0,0,46.0,51,0,68,3,2,42.61,0.5111961894551196,Medium
5858,5858,5858,581,410,0,153.93,4,0,0,46.0,48,0,78,1,0,23.87,0.5208996163701629,Medium
5859,5859,5859,273,725,2,427.72,2,3,1,454.0,67,0,29,0,0,1.77,0.462462030040917,Medium
5860,5860,5860,546,725,2,261.65,4,3,0,454.0,46,1,8,3,0,15.15,0.4703814893710024,Medium
5861,5861,5861,56,16,2,496.19,2,3,1,-40.0,66,1,60,1,1,47.4,0.5583514317338456,Medium
5862,5862,5862,175,130,3,63.62,1,1,1,-44.0,48,0,15,2,2,27.97,0.5059230745682247,Medium
5863,5863,5863,605,130,1,345.93,5,1,0,-44.0,54,0,49,3,2,33.89,0.5228449734432628,Medium
5864,5864,5864,66,130,2,383.97,1,1,0,-44.0,39,0,78,1,1,41.48,0.5482955772244692,Medium
5865,5865,5865,139,653,1,390.51,5,1,1,516.0,58,1,81,0,2,42.04,0.5415445885651521,Medium
5866,5866,5866,230,19,0,306.98,2,1,1,-211.0,55,1,16,0,0,15.16,0.5176555660125657,Medium
5867,5867,5867,234,40,4,344.18,5,1,1,-194.0,18,0,87,0,1,40.06,0.571873217452113,Medium
5868,5868,5868,164,40,2,166.6,3,1,0,-194.0,70,1,36,3,2,16.76,0.48610722111828314,Medium
5869,5869,5869,650,494,4,155.25,5,0,1,-154.0,49,0,99,1,2,45.66,0.5291132563357769,Medium
5870,5870,5870,346,494,4,422.09,4,0,0,-154.0,60,0,19,2,0,37.15,0.47689879374479094,Medium
5871,5871,5871,304,494,2,485.35,1,0,0,-154.0,18,1,11,1,2,21.31,0.48262627585269896,Medium
5872,5872,5872,213,126,4,331.39,3,1,1,-86.0,37,1,53,0,2,41.11,0.547810688107021,Medium
5873,5873,5873,432,167,1,416.87,4,0,1,-263.0,66,1,62,0,0,38.13,0.5350299603548568,Medium
5874,5874,5874,421,167,1,240.56,1,0,0,-263.0,40,0,0,3,0,22.54,0.48358609818370957,Medium
5875,5875,5875,371,167,0,203.65,2,0,0,-263.0,43,1,37,3,1,26.71,0.5046202747197126,Medium
5876,5876,5876,326,308,3,222.74,2,2,1,-16.0,51,1,9,2,0,6.27,0.4669325692887457,Medium
5877,5877,5877,559,389,0,136.42,1,0,1,-168.0,24,1,7,0,1,31.32,0.5264782350509413,Medium
5878,5878,5878,8,389,1,72.1,3,0,0,-168.0,28,1,89,3,1,36.0,0.5262782882884295,Medium
5879,5879,5879,189,389,0,32.36,2,0,0,-168.0,46,1,98,1,0,4.31,0.49518668653434356,Medium
5880,5880,5880,503,389,1,119.52,4,0,0,-168.0,59,0,20,3,1,13.84,0.4656233017332068,Medium
5881,5881,5881,438,12,3,312.11,2,2,1,-426.0,34,0,60,0,0,14.94,0.5249476974612306,Medium
5882,5882,5882,16,12,3,271.42,1,2,0,-426.0,46,0,92,0,2,1.26,0.5058950581666989,Medium
5883,5883,5883,86,12,2,201.88,5,2,0,-426.0,23,1,20,1,1,41.32,0.5667866929052048,Medium
5884,5884,5884,167,12,1,456.55,2,2,0,-426.0,39,0,9,0,0,23.4,0.530375375508241,Medium
5885,5885,5885,370,12,4,50.01,4,2,0,-426.0,29,1,98,2,1,48.79,0.5725011825181445,Medium
5886,5886,5886,369,12,0,457.3,5,2,0,-426.0,42,1,98,1,0,9.96,0.5334227513409943,Medium
5887,5887,5887,522,12,3,437.6,3,2,0,-426.0,27,0,88,3,1,21.29,0.516711943985063,Medium
5888,5888,5888,268,132,1,432.28,4,3,1,-135.0,32,0,16,2,1,18.32,0.5206134616180018,Medium
5889,5889,5889,463,9,1,441.18,2,1,1,-454.0,66,0,93,1,0,22.07,0.5175537409131055,Medium
5890,5890,5890,542,607,1,94.83,1,1,1,67.0,39,1,74,3,2,33.48,0.5032128896739075,Medium
5891,5891,5891,136,607,3,110.86,1,1,0,67.0,18,1,69,1,2,9.68,0.48700445675808113,Medium
5892,5892,5892,134,367,4,447.8,2,0,1,235.0,53,0,83,0,2,35.16,0.5166611274027788,Medium
5893,5893,5893,5,367,1,128.4,1,0,0,235.0,46,0,16,3,0,12.28,0.46938092063044057,Medium
5894,5894,5894,387,367,3,178.11,1,0,0,235.0,24,1,25,0,0,48.62,0.5461417852739126,Medium
5895,5895,5895,214,367,4,63.91,4,0,0,235.0,18,0,24,3,0,28.05,0.5014202473571568,Medium
5896,5896,5896,113,367,2,453.94,5,0,0,235.0,33,1,8,3,0,20.13,0.4821701077372205,Medium
5897,5897,5897,509,68,3,321.22,1,1,1,-441.0,22,1,45,1,0,15.59,0.5066607775486992,Medium
5898,5898,5898,162,68,4,178.72,5,1,0,-441.0,35,0,24,1,0,0.59,0.48566619521764387,Medium
5899,5899,5899,164,649,0,384.3,2,2,1,487.0,60,1,48,3,2,43.87,0.5131975502366304,Medium
5900,5900,5900,57,365,4,130.37,2,3,1,310.0,26,0,20,0,0,34.65,0.5448258761148476,Medium
5901,5901,5901,217,522,4,262.29,2,0,1,307.0,59,1,43,1,0,42.06,0.5023685952553854,Medium
5902,5902,5902,57,522,4,208.27,1,0,0,307.0,70,1,44,3,0,28.78,0.46033288668778427,Medium
5903,5903,5903,251,552,4,421.16,1,3,1,303.0,66,1,6,2,2,8.56,0.44555461658923184,Medium
5904,5904,5904,420,281,0,466.42,1,1,1,-137.0,40,0,19,3,1,47.12,0.5225285392824953,Medium
5905,5905,5905,149,661,4,16.13,4,2,1,514.0,18,0,23,0,0,37.2,0.540349843154864,Medium
5906,5906,5906,373,661,2,430.3,3,2,0,514.0,58,1,18,1,0,34.76,0.5029698464436487,Medium
5907,5907,5907,563,74,2,379.83,5,1,1,-489.0,50,1,58,0,0,40.97,0.5529375042144055,Medium
5908,5908,5908,128,74,1,86.27,4,1,0,-489.0,43,1,96,0,2,26.41,0.5552716059991778,Medium
5909,5909,5909,59,74,0,82.81,3,1,0,-489.0,30,1,0,1,1,42.17,0.5571418572265503,Medium
5910,5910,5910,296,74,0,490.49,1,1,0,-489.0,60,1,47,1,2,12.97,0.4946037340114664,Medium
5911,5911,5911,145,299,3,5.33,5,1,1,156.0,65,0,16,0,2,22.39,0.5129744613445852,Medium
5912,5912,5912,661,693,3,378.1,5,2,1,34.0,42,0,69,1,0,34.61,0.5136740287527943,Medium
5913,5913,5913,5,629,1,343.85,4,0,1,626.0,36,1,69,3,0,4.49,0.4676578224385824,Medium
5914,5914,5914,209,629,2,110.44,1,0,0,626.0,42,0,69,2,2,25.1,0.49426144678581435,Medium
5915,5915,5915,30,544,1,29.18,3,2,1,516.0,57,1,6,3,0,3.84,0.4642650570233282,Medium
5916,5916,5916,728,544,2,255.06,2,2,0,516.0,21,0,32,3,2,31.43,0.510885355238941,Medium
5917,5917,5917,677,38,2,373.31,4,0,1,-639.0,69,0,10,2,1,14.5,0.46988246330043754,Medium
5918,5918,5918,54,17,4,194.02,3,2,1,-37.0,20,0,27,2,1,40.87,0.551307629867209,Medium
5919,5919,5919,607,41,4,349.28,1,0,1,-566.0,64,1,2,1,2,17.76,0.46667515297730033,Medium
5920,5920,5920,657,41,0,239.58,4,0,0,-566.0,66,1,80,0,0,37.43,0.5501696071900184,Medium
5921,5921,5921,212,605,2,384.01,4,0,1,395.0,26,1,41,2,0,32.32,0.505297262041145,Medium
5922,5922,5922,549,454,4,95.47,1,1,1,-93.0,24,0,84,3,0,41.7,0.5162164712551854,Medium
5923,5923,5923,48,454,0,13.51,3,1,0,-93.0,52,0,48,2,1,40.32,0.5305836706899318,Medium
5924,5924,5924,491,13,3,199.4,3,0,1,-478.0,68,1,35,2,0,42.87,0.5163755923396777,Medium
5925,5925,5925,60,13,0,78.04,2,0,0,-478.0,31,0,69,0,1,39.63,0.5714677512688429,Medium
5926,5926,5926,52,13,1,192.93,1,0,0,-478.0,45,0,15,0,0,36.9,0.538542158892231,Medium
5927,5927,5927,395,10,1,290.49,2,1,1,-385.0,45,1,9,1,1,21.3,0.5139957972760618,Medium
5928,5928,5928,323,259,0,47.32,4,1,1,-62.0,48,1,73,3,1,15.36,0.5079331381431165,Medium
5929,5929,5929,279,259,2,6.0,3,1,0,-62.0,53,0,30,3,1,25.88,0.49924627508873115,Medium
5930,5930,5930,577,633,2,391.9,4,1,1,58.0,68,0,48,2,0,31.15,0.4825934200575701,Medium
5931,5931,5931,394,405,1,411.06,4,3,1,13.0,24,0,31,1,1,41.02,0.554064922659855,Medium
5932,5932,5932,191,649,3,102.3,1,2,1,460.0,43,0,4,2,1,14.57,0.4691864207341504,Medium
5933,5933,5933,207,89,2,246.95,1,2,1,-117.0,68,1,84,3,0,21.67,0.5012858333081799,Medium
5934,5934,5934,197,663,1,331.95,2,3,1,468.0,53,0,11,1,1,27.07,0.5043067173884765,Medium
5935,5935,5935,548,663,1,132.95,1,3,0,468.0,69,1,40,0,1,36.71,0.5259798209245992,Medium
5936,5936,5936,363,663,4,191.63,5,3,0,468.0,50,0,46,0,0,22.22,0.511644302286844,Medium
5937,5937,5937,630,245,1,443.68,3,3,1,-383.0,23,1,52,2,0,38.18,0.5456986916055974,Medium
5938,5938,5938,283,245,4,236.39,5,3,0,-383.0,31,0,97,3,2,0.32,0.4866720380774877,Medium
5939,5939,5939,594,245,0,257.99,2,3,0,-383.0,25,0,40,2,2,8.65,0.5084205728276754,Medium
5940,5940,5940,295,245,3,120.52,3,3,0,-383.0,53,0,6,0,2,21.87,0.5146305142671181,Medium
5941,5941,5941,79,245,1,39.51,3,3,0,-383.0,50,1,71,1,2,38.28,0.556845926991327,Medium
5942,5942,5942,307,462,0,228.55,2,2,1,157.0,60,1,82,3,2,25.47,0.5049511611596318,Medium
5943,5943,5943,222,93,1,259.59,5,1,1,-128.0,70,0,84,2,1,1.12,0.4896971021398404,Medium
5944,5944,5944,144,302,1,85.8,4,1,1,160.0,19,1,23,3,2,31.39,0.5292491441363797,Medium
5945,5945,5945,423,451,3,68.8,1,1,1,30.0,56,0,89,3,1,5.51,0.45906506468037944,Medium
5946,5946,5946,31,333,4,29.39,1,0,1,304.0,55,1,96,0,0,39.2,0.5357838278906226,Medium
5947,5947,5947,636,333,0,176.97,2,0,0,304.0,56,0,31,1,2,0.76,0.47711153067300127,Medium
5948,5948,5948,337,333,3,424.2,1,0,0,304.0,46,0,70,1,1,38.84,0.5197251630634016,Medium
5949,5949,5949,9,333,2,140.48,5,0,0,304.0,69,0,61,3,0,25.91,0.4956957167796072,Medium
